,winery_ID,winery,province_ID
18986,6364,Chateau Moulin Haut-Laroque,15
18989,6365,Garzon,186
18991,6366,Irony,7
18993,6367,Les Vignerons de Tutiac,15
18994,6368,Monte Santoccio,63
19001,6369,Chateau Bourron,15
19002,6370,Chateau Clairac,15
19003,6371,Chateau German,15
19004,6372,Chateau les Guyonnet,15
19006,6373,Gen5,7
19008,6374,Predator,7
19010,6375,High Valley Vineyard,7
19013,6376,Kaleidos,7
19017,6377,Olivier Riviere,3
19026,6378,Shenandoah Vineyards,7
19030,6379,La Rata,17
19037,6380,Barrack,7
19038,6381,Ila,7
19059,6382,Ironberry,81
19060,6383,Puro Uno,10
19064,6384,Baby Bear,17
19078,6385,Cape Mentelle,81
19087,6386,Tenute Cisa Asinari dei Marchesi di Gresy,61
19095,6387,Montinore,1
19098,6388,Palumbo Family Vineyards,7
19103,6389,Styring,1
19107,6390,Vecchia Cantina di Montepulciano,26
19112,6391,Apothic,7
19114,6392,Brunelli Martoccia,26
19116,6393,Villa Montignana,26
19120,6394,Carneros Ranch,7
19121,6395,Robert Giraud,57
19122,6396,Chateau de Pennautier,57
19124,6397,Willow Creek,146
19142,6398,Willi Brundlmayer,73
19151,6399,Castello di Bolgheri,26
19152,6400,Chateau Bellevue de Tayac,15
19153,6401,Chateau Clauzet,15
19155,6402,Chateau de Malleret,15
19157,6403,Chateau Duthil,15
19159,6404,Chateau Haut-Bellevue,15
19160,6405,Chateau l'Argenteyre,15
19171,6406,Podere San Cristoforo,26
19174,6407,I Botri,26
19183,6408,Pierre Morey,20
19191,6409,Sena,35
19199,6410,Chateau Reynella,22
19211,6411,Chateau de la Terriere,13
19232,6412,Parallel 33°S,16
19252,6413,Pian delle Vigne,26
19253,6414,Prophet's Rock,84
19255,6415,Jean Perrier et Fils,25
19259,6416,La Palazzetta,26
19267,6417,Abad Dom Bueno,3
19270,6418,Casisano Tommasi,26
19280,6419,Mount Baker,17
19289,6420,MatoÅ¡eviÄ,158
19317,6421,St. Rose,7
19320,6422,Charbay,7
19329,6423,Castello di Ama,26
19330,6424,Castiglion del Bosco,26
19331,6425,Chateau Saint-Sernin,34
19337,6426,Domaine Guillaman,34
19338,6427,Domaine Hirsch,13
19344,6428,Fritz Windisch,6
19359,6429,Amador Foothill Winery,7
19366,6430,Patrick De Ladoucette,69
19368,6431,Quinta do Mouro,32
19394,6432,Springfield Estate,102
19395,6433,Weingut Mayer am Pfarrplatz,107
19409,6434,James Mitchell,7
19415,6435,La Montina,70
19416,6436,Villa Crespia,70
19424,6437,Edwin Dyer,1
19428,6438,Kudos,1
19434,6439,Cambas,273
19447,6440,Bodegas Anadas,3
19450,6441,Chateau La Cardonne,15
19456,6442,Cuvee de Pena,57
19458,6443,Domaine de Fonfile,57
19460,6444,Verderol,3
19472,6445,Knipser,101
19475,6446,Cayuga Ridge Estate,28
19487,6447,Abarbanel,5
19489,6448,Groebe,6
19490,6449,Capitello,1
19493,6450,Domaine du Castel,279
19494,6451,El Circulo,3
19501,6452,Domaine Marengo,25
19506,6453,Sergio,7
19515,6454,Albatreti,26
19521,6455,Finca Wolffer,10
19522,6456,Aquas,7
19530,6457,Marengo,280
19538,6458,La Ciarliana,26
19539,6459,La Magia,26
19540,6460,La Togata,26
19544,6461,Lula,7
19545,6462,Marshall Davis,1
19551,6463,Redbank,59
19553,6464,Robert Klingenfus,5
19554,6465,Rocky Point,1
19560,6466,Villa I Cipressi,26
19566,6467,Hermes,281
19579,6468,Pascal Doquet,19
19591,6469,Marti­ Fabra,3
19593,6470,As Laxas,24
19596,6471,Chateau Cabezac,57
19597,6472,Chateau de la Grave,15
19601,6473,Pheasant Valley Winery,1
19611,6474,Chateau de Corbiac,34
19613,6475,Chateau Rives-Blanques,57
19628,6476,Alvaro Castro,111
19645,6477,Casa da Corca,0
19646,6478,Chais de Meribel,15
19655,6479,Buttonwood Grove,28
19668,6480,Domaine la Colombette,25
19669,6481,Sacha Lichine,25
19670,6482,The Infinite Monkey Theorem,188
19678,6483,Ollivier Freres,69
19683,6484,Hancock & Hancock,22
19685,6485,J. Wilkes,7
19686,6486,M. & J-F Bertrand,25
19695,6487,Vina Bosquera,33
19700,6488,Ey,57
19713,6489,Don Manuel Villafane,10
19717,6490,Quinta de Lemos,111
19722,6491,Lucie,7
19725,6492,Vicentin,10
19729,6493,Seguin-Manuel,20
19735,6494,Paxton,22
19739,6495,Lazy Creek,7
19750,6496,Saucelito Canyon,7
19766,6497,Finca Sobreno,3
19775,6498,The Walls,17
19781,6499,Maloney,17
19785,6500,Mercouri Estate,130
19786,6501,Mongioia,61
19790,6502,Bruliam,7
19793,6503,Intrinsic,17
19794,6504,I Carpini,61
19795,6505,Rutherford Hill,7
19796,6506,Domaine le Renard,44
19799,6507,Desert Wind,17
19802,6508,Antier,147
19807,6509,La Cheteau,25
19813,6510,Lazy River,1
19843,6511,Oregon Trails,1
19844,6512,Oxford Landing,22
19846,6513,Petite Sirene,15
19850,6514,Armilla,26
19855,6515,Chateau Haut-Mouleyre,15
19856,6516,Chateau Meric,15
19864,6517,Uggiano,26
19866,6518,Villa San Juliette,7
19893,6519,Topel,7
19901,6520,Coldstream Hills,59
19903,6521,Forrest Estate,37
19905,6522,Quinta do Cotto,0
19922,6523,Bodegas Rafael Cambra,82
19923,6524,Bodegas y Vinedos Tabula,3
19927,6525,Chateau Faizeau,15
19928,6526,Clos Larcis,15
19932,6527,Mettler Family Vineyards,7
19933,6528,Gassier,58
19942,6529,Chateau le Temple,15
19958,6530,Catrala,38
19988,6531,Gunderloch,6
19989,6532,Heretat Montrubi­,147
19998,6533,Forefathers,22
20002,6534,Chateau Haut Selve,15
20007,6535,Belasco de Baquedano,10
20008,6536,Bodega Privada,10
20009,6537,Cicchitti,10
20010,6538,Cloudveil,1
20011,6539,Creekside Cellars,188
20016,6540,Jefferson Vineyards,11
20017,6541,Jip Jip Rocks,22
20019,6542,Narmada,11
20020,6543,Pollak,11
20027,6544,Gamba,7
20044,6545,Maverick,22
20045,6546,Waterloo,7
20046,6547,Weingut Stiftung St. Nikolaus-Hospital,8
20057,6548,Diora,7
20060,6549,Domaine Dozon,69
20078,6550,Artemayor,82
20086,6551,Hyatt,17
20098,6552,La Forge Estate,57
20102,6553,Sand Point,7
20108,6554,Vina el Aromo,14
20109,6555,W. Gisselbrecht,5
20114,6556,Clovis Point,28
20115,6557,Collin-Bourisset,13
20124,6558,Fjord,28
20128,6559,Solar de Cambres,0
20133,6560,Bodegas Hispano Suizas,51
20135,6561,Chateau de Jonquieres,57
20136,6562,Destello,51
20140,6563,Carbo,51
20142,6564,Our Daily Red,7
20145,6565,Quinta Monteiro de Matos,80
20147,6566,Mas Fi,51
20149,6567,Venture Wines,7
20150,6568,WYSIWYG,57
20152,6569,Casa Batoreu,80
20156,6570,Maculan,63
20160,6571,Pratesi,26
20182,6572,Domaine Jean Monnier et Fils,20
20184,6573,Elio Grasso,61
20200,6574,Xurus,7
20217,6575,Provence Wine Maker,58
20223,6576,Sedition,7
20224,6577,Selva Capuzza,70
20229,6578,Suavia,63
20230,6579,Halter Ranch,7
20231,6580,Harken,7
20233,6581,Howell Mountain Vineyards,7
20234,6582,JCK Wine Company,7
20241,6583,Loveblock,37
20248,6584,Andrew Peace,88
20291,6585,Trentadue,7
20292,6586,Greyrock,37
20296,6587,Vinoce,7
20297,6588,Domaine Martin,69
20298,6589,Lieubeau,69
20303,6590,Encendido,10
20305,6591,Gyejacquot Freres,19
20309,6592,Marco Zunino,10
20318,6593,Van Duzer,1
20319,6594,1+1=3,51
20320,6595,Austerity,7
20330,6596,Eight Bells,17
20333,6597,Holdredge,7
20334,6598,Valenciso,3
20339,6599,Lichen Estate,7
20345,6600,Puramun,10
20348,6601,Samuel Louis Smith,7
20353,6602,Strehn,27
20354,6603,Tenuta Sarno 1860,21
20373,6604,Domaine la Bastide Blanche,58
20390,6605,Chateau Laroque,15
20391,6606,Chateau Latour i  Pomerol,15
20392,6607,Chateau Le Boscq,15
20396,6608,Chateau Saint-Andre Corbin,15
20402,6609,Baglio del Cristo di Campobello,4
20403,6610,Barra of Mendocino,7
20409,6611,H. & M. Hofer,67
20411,6612,Hiedler,73
20413,6613,Hutter,108
20416,6614,Le Nardian,15
20418,6615,Heredad Ugarte,3
20421,6616,Julia's Dazzle,17
20424,6617,Vignobles Raymond,15
20429,6618,Cascina Adelaide,61
20430,6619,Cascina del Monastero,61
20431,6620,Chateau Bardins,15
20432,6621,Chateau Chapelle d'Alienor,15
20435,6622,Chateau de Lardiley,15
20436,6623,Chateau de Sadran,15
20437,6624,Chateau Reynon,15
20438,6625,Clos des Justices,15
20440,6626,Dehesa de los Canonigos,3
20441,6627,Diversion,17
20444,6628,G. Reedy,7
20445,6629,Giacosa Fratelli,61
20447,6630,Luma Chequen,14
20451,6631,Pepi,7
20455,6632,Archer,1
20462,6633,De Alberto,3
20463,6634,Domaine de Millet,34
20468,6635,Castelo de Medina,3
20469,6636,Chateau la Colombiere,34
20471,6637,Domaine de Ballade,34
20472,6638,Domaine Uby,34
20474,6639,Save Me San Francisco,7
20484,6640,Dancing Coyote,7
20486,6641,Paradisone,26
20491,6642,Saint-Jean des Sources,57
20501,6643,In Situ,35
20511,6644,Lleiroso,3
20512,6645,Lobo Hills,17
20514,6646,Marcel Couturier,20
20523,6647,Zinderella,7
20530,6648,Chateau de Beauregard,20
20535,6649,Domaine Arnoux Pere et Fils,20
20548,6650,Abadia Retuerta,3
20556,6651,Rockburn,84
20562,6652,Bodegas Vi­ni­cola Real,3
20572,6653,Valcantara,3
20575,6654,Robalino,24
20576,6655,Rolland & Galarreta,3
20579,6656,Arrumaco,147
20580,6657,Battle Creek,1
20582,6658,Casado Morales,3
20584,6659,Charles Sparr,5
20598,6660,Solitary Cellars,7
20603,6661,Thibault,69
20604,6662,Twill,1
20607,6663,Voerzio Martini,61
20609,6664,Jerome Gueneau,69
20614,6665,Domaine Tinel-Blondelet,69
20615,6666,Eric Louis,25
20621,6667,Giribaldi,61
20628,6668,Meyer Family Vineyards,172
20634,6669,Tenimenti Famiglia Cavallero,61
20635,6670,Tenuta Carretta,61
20637,6671,Amastuola,21
20643,6672,Castel di Salve,21
20650,6673,Tenute Rubino,21
20652,6674,Terre da Vino,61
20656,6675,Chateau Carcanieux,15
20678,6676,V Norte,54
20686,6677,Chateau les Grands Chenes,15
20691,6678,Zisola,4
20696,6679,Hajszan Neumann,238
20699,6680,Jamie Slone Wines,7
20702,6681,Newton Forrest Estate,53
20717,6682,Maycas del Limari,55
20721,6683,Keswick Vineyards,11
20724,6684,Noceto,7
20730,6685,Bridlewood,7
20731,6686,Burnside Road,7
20732,6687,Ci Maiol,70
20734,6688,Chateau Hermitage Saint-Martin,58
20740,6689,Derby,7
20741,6690,Domaine des Diables,58
20743,6691,Ferruccio Sgubin,40
20748,6692,Sarzotti,7
20749,6693,Tohu,37
20751,6694,Vignobles de Saint-Tropez,58
20752,6695,Joyful Noise,1
20757,6696,Solsticio,10
20760,6697,Spirit of the Andes,10
20764,6698,Cas'Almare,10
20778,6699,Spyros Hatziyiannis,49
20786,6700,Mas Sainte Berthe,58
20787,6701,Monte Schiavo,18
20795,6702,Cantina Ma.Ri.Ca.,18
20796,6703,Casalfarneto,18
20798,6704,Centanni Giacomo,18
20799,6705,Fazi Battaglia,18
20814,6706,Gsellmann & Hans,27
20839,6707,Feather,17
20843,6708,Grotta del Sole,21
20849,6709,Celler Dosterras,51
20850,6710,Dauvergne & Ranvier,44
20855,6711,Nasiakos,166
20861,6712,Franz Kraemer,8
20866,6713,Finca Casa Lo Alto,82
20867,6714,Cruzat,10
20878,6715,Toad Hollow,7
20879,6716,Chateau Roquefort,15
20880,6717,Damilano,61
20912,6718,Water Wheel,59
20929,6719,Masut,7
20950,6720,Chateau la Mouliniere,15
20973,6721,Chateau Grand Meynau,15
20974,6722,Chateau Herve-Laroque,15
20975,6723,Chateau Lussan,15
20976,6724,Chateau Montlisse,15
20977,6725,Chateau Sainte-Marie,15
20984,6726,Marchesini,63
20985,6727,Member's Mark,7
20986,6728,Quinta do Conde,85
20993,6729,Ariano Hermanos,161
20994,6730,Gayda,57
20995,6731,Alberto Orte,3
20998,6732,Robert Goulley,20
20999,6733,Sannino,28
21015,6734,Maison Jean-Baptiste Bejot,13
21019,6735,Domaine des Vercheres,20
21020,6736,Domaine Saint-Nabor,57
21023,6737,Parmeson,7
21029,6738,Chateau Damase,15
21030,6739,Chateau Larteau,15
21036,6740,Monterebro,82
21039,6741,Chateau de Crain,15
21043,6742,Baja Tanga,10
21047,6743,Leo de la Gaffeliere,15
21055,6744,Chateau La Rose du Pin,15
21056,6745,Chateau la Tour de l'Eveque,58
21057,6746,Chateau Lavergne-Dulong,15
21068,6747,Bodegas Zugober,3
21081,6748,Isole e Olena,26
21094,6749,Chateau Calon Segur,15
21115,6750,Finca Mayor,3
21125,6751,Antolini,63
21127,6752,Calavera Wines,7
21141,6753,Jean-Marc Brocard,20
21148,6754,Tenute Fiorebelli,63
21152,6755,Domaine de la Denante,20
21194,6756,La Rasina,26
21195,6757,Love & Squalor,1
21198,6758,Badia di Morrona,26
21199,6759,Basagoiti,3
21201,6760,Brazin,7
21203,6761,Hawley,7
21205,6762,Il Sassolo,26
21208,6763,Chateau Souverain,7
21212,6764,De Tierra,7
21216,6765,Canonica a Cerreto,26
21219,6766,Stinson,11
21220,6767,Tringali Casanuova,26
21225,6768,Domaine Moillard,20
21227,6769,Edgebaston,30
21235,6770,Inkberry,88
21238,6771,Lions Drift,283
21253,6772,Radford Dale,30
21264,6773,Rio Perdido,10
21271,6774,Maipe,10
21278,6775,Martellotto,7
21279,6776,Ormanni,26
21291,6777,Snowden,7
21292,6778,Insurrection,88
21296,6779,Lamole di Lamole,26
21298,6780,Machiavelli,26
21301,6781,Milton Park,22
21302,6782,Poggio Salvi,26
21318,6783,Veo,12
21322,6784,Domaine des Cantarelles,44
21334,6785,Monte da Ravasqueira,32
21340,6786,Tyee,1
21346,6787,Seven Daughters,7
21349,6788,Zanasi,18
21350,6789,Batan de Salas,3
21357,6790,Ladera,7
21358,6791,Los Monteros,51
21359,6792,LVVR,7
21360,6793,Maggio,7
21367,6794,Haras de Pirque,284
21396,6795,Bookwalter,17
21409,6796,Jackson-Triggs,71
21413,6797,Fairview Cellars,172
21418,6798,Amisfield,84
21422,6799,Tenuta degli Dei,26
21423,6800,Terre di Talamo,26
21434,6801,Hudson-Chatham,28
21437,6802,La Selva,26
21439,6803,Alcance,14
21443,6804,Pagani de Marchi,26
21453,6805,Luiz Barichello,26
21463,6806,Cloudburst,81
21468,6807,Ken Brown,7
21474,6808,Mazzocco,7
21477,6809,Almaviva,173
21478,6810,Baiocchi Wines,7
21480,6811,Bodegas Manutara,14
21482,6812,Valdelacierva,3
21484,6813,Vinchio-Vaglio Serra,61
21485,6814,Wonderment Wines,7
21490,6815,Chateau des Loges,13
21492,6816,Daniele Reale,61
21496,6817,Domaine Touzot,20
21540,6818,Higueruela,33
21545,6819,Va Piano Bruno's Blend II,17
21569,6820,Stella Fino,17
21580,6821,Domaine de la Sauveuse,58
21585,6822,Cederberg,285
21587,6823,Marco de Bartoli,4
21594,6824,Pagos del Moncayo,3
21618,6825,Stephan Ehlen,170
21626,6826,Seebrich,6
21627,6827,"Bodegas Toro Albala, SL",105
21641,6828,Stone Wolf,1
21655,6829,Oberbergen,153
21661,6830,Fra Guerau,51
21668,6831,C.G. di Arie,7
21680,6832,Vallformosa,51
21687,6833,Snow Farm,286
21697,6834,Autumn Hill,11
21699,6835,El Molinet,82
21701,6836,Rocland Estate,22
21737,6837,Chateau Gigognan,44
21741,6838,La Mano,3
21748,6839,Logos,3
21755,6840,Pine & Post,17
21756,6841,Six Prong,17
21758,6842,Cluster M45,59
21763,6843,Cattleya,7
21774,6844,Tempra Tantrum,33
21781,6845,Yonna,3
21782,6846,Jindalee,88
21785,6847,Altoona Hills,88
21788,6848,Florio,4
21791,6849,Gantenbein,287
21793,6850,Snowy Peaks,188
21799,6851,Domaine Montrose,57
21801,6852,ErzetiÄ,245
21802,6853,Fire and Oak,7
21815,6854,Katarzyna,196
21826,6855,Conquista,10
21828,6856,Lola,7
21830,6857,Denario,9
21844,6858,Finca 8,10
21854,6859,RustRidge,7
21855,6860,Shenandoah,7
21866,6861,Colores del Sol,10
21878,6862,Yorba,7
21896,6863,Trio Vintners,17
21898,6864,Alana Estate,83
21903,6865,Artner,144
21904,6866,Barberani,18
21908,6867,Cantina Novelli,18
21911,6868,Chateau de Pourcieux,58
21919,6869,Michael Shaps,11
21921,6870,Ostler,288
21925,6871,Rock View,7
21928,6872,Rocky Gully,81
21932,6873,Quinta do Noval,0
21943,6874,Butting Heads,22
21955,6875,Chateau des Demoiselles,58
21967,6876,McConnell Estates Winery,7
21991,6877,Lancelot-Pienne,19
21993,6878,Louis de Sacy,19
21995,6879,Bortolin Angelo,63
21997,6880,Casa de la Ermita,82
21998,6881,Chardonnais,7
22003,6882,Domaine Riefle-Landmann,5
22007,6883,Faustino Rivero Ulecia,3
22008,6884,Foss Marai,63
22009,6885,Glaetzer-Dixon,89
22010,6886,J. M. Gobillard et Fils,19
22011,6887,Autreau de Champillon,19
22012,6888,Benoit Cocteaux,19
22014,6889,Barinas,82
22016,6890,Bodegas Cristo de la Vega,33
22019,6891,Catman,1
22021,6892,Chateau des Arras,15
22027,6893,Vincze Bela,289
22030,6894,La Boatina,40
22032,6895,Domenico,7
22033,6896,Doqi,261
22034,6897,Dourthe,15
22039,6898,Attems,40
22049,6899,Hoyt Family Vineyards,7
22050,6900,Jacques Capsouto,45
22051,6901,Verget,20
22052,6902,Vinaceous,22
22063,6903,Burmester,95
22065,6904,Les Allies,25
22066,6905,Enotria,7
22070,6906,Pascal Rollet,20
22075,6907,Red Thread Wines,7
22093,6908,Chateau Bovila,34
22134,6909,Rose & Thistle,7
22136,6910,Sottomarino,7
22139,6911,Tondre,7
22145,6912,Culton,7
22155,6913,Chalone Vineyard,7
22156,6914,Chapel Down,162
22185,6915,El Bully,24
22187,6916,Fernando Dieguez Otero,24
22191,6917,Barons Edmund Benjamin de Rothschild,15
22196,6918,Domaine Meriwether,1
22202,6919,Chateau Bellevue la Foret,34
22203,6920,Chateau du Coing de Saint-Fiacre,69
22206,6921,Johann Donabaum,108
22219,6922,R. de Ayala Lete E Hijos,3
22239,6923,Pacifico Sur,54
22242,6924,L'Enclos des Braves,34
22243,6925,Les Vins Breban,58
22245,6926,Lundeen,1
22248,6927,Paco & Lola,24
22253,6928,Chateau Barbeiranne,58
22259,6929,Chateau Peyrassol,58
22262,6930,Clif Family,7
22264,6931,Clos des Amis,7
22270,6932,Southold,28
22274,6933,Cholame,7
22282,6934,Pellegrini,7
22300,6935,Chateau des Arnauds,15
22301,6936,Chateau Glorit,15
22302,6937,Chateau le Roudier,15
22312,6938,Van Zellers,0
22313,6939,Alfred Gratien,19
22318,6940,Alta Pavina,3
22340,6941,Abbaye Sylva Plana,57
22348,6942,Mas Gabinele,57
22352,6943,Qaramy,10
22384,6944,Monteabellon,3
22387,6945,Marisa Cuomo,21
22388,6946,Piquentum,158
22398,6947,Agrina,291
22399,6948,Alois,21
22403,6949,Chateau Deffends,58
22409,6950,I Capitani,21
22413,6951,Kyra,17
22415,6952,Gesellmann,252
22421,6953,Capaia,292
22422,6954,Chateau la Reyne,34
22469,6955,Chateau Canteloup,15
22471,6956,Chateau Laffitte Laujac,15
22474,6957,Cinder,79
22477,6958,Frisk,7
22499,6959,Weingut Okonomierat Rebholz,101
22500,6960,Nicolas Potel,20
22501,6961,Peter Franus,7
22503,6962,Red Stitch,7
22514,6963,Salwey,153
22526,6964,Mas Carlot,44
22527,6965,Morro View Winery,7
22530,6966,Chateau Saincrit,15
22532,6967,Lo Sparviere,70
22537,6968,Roots,1
22538,6969,Signae,18
22539,6970,Ciacci Piccolomini d'Aragona,26
22540,6971,Digby Fine English,162
22541,6972,Domaine Andre Collonge,13
22542,6973,Domaine de la Tour Blanche,5
22544,6974,Domaine Sipp-Mack,5
22551,6975,Francois Baur,5
22563,6976,Marilyn Merlot,7
22578,6977,Malibu Rocky Oaks,7
22583,6978,Paul Durdilly,13
22591,6979,Brooklyn Oenology,28
22602,6980,Regio Cantina,21
22605,6981,Tre Monti,18
22614,6982,Jacques Picard,19
22615,6983,Mollydooker,22
22616,6984,The Black Chook,22
22620,6985,Bruno Gobillard,19
22632,6986,Paco Garcia,3
22633,6987,Arbor Brook,1
22635,6988,Argillae,18
22639,6989,Carpe Diem,7
22640,6990,Castello di Montegiove,18
22647,6991,Johann Heinrich,27
22656,6992,Scacciadiavoli,18
22666,6993,Flinch,7
22667,6994,Fritz Muller,6
22673,6995,Max Ferd. Richter,8
22679,6996,Rainer Sauer,90
22686,6997,Sketchbook,7
22687,6998,Chateau Bela,293
22701,6999,Hollywood Hill,17
22709,7000,Domaines Astruc,57
22716,7001,Perrier Jouet,19
22727,7002,Jacquesson et Fils,19
22734,7003,Weisinger's of Ashland,1
22738,7004,Wooldridge Creek,1
22747,7005,Chancellor Estates,235
22761,7006,Ashland Vineyards,1
22763,7007,Tessari,63
22769,7008,Cima Collina,7
22771,7009,Clos des Fous,201
22773,7010,Domaine Clair Moreau,69
22775,7011,Herdade de Medeiros,32
22779,7012,Kaena,7
22782,7013,Luis Seabra,78
22789,7014,Bruno Cormerais,69
22793,7015,Launa,3
22797,7016,Paterna,26
22809,7017,Tenuta di Nozzole,26
22812,7018,Fluteau,19
22844,7019,Pangea,12
22851,7020,Domaine J. Meuret,1
22852,7021,Trinchero,7
22863,7022,Mr. Riggs,22
22875,7023,Le Bonheur,31
22876,7024,Li­cia,24
22878,7025,Pazo das Tapias,24
22883,7026,Felix Callejo,3
22890,7027,Valpiculata,3
22902,7028,Gritsch Mauritiushof,108
22904,7029,Asunto de Vino,64
22917,7030,Brjnda,61
22920,7031,Castello di Bossi,26
22924,7032,La Bastide Blanche,58
22927,7033,Malviri ,61
22929,7034,Marion,63
22930,7035,Montenisa,70
22937,7036,Chateau Haut Rian,15
22939,7037,Chateau Tour Chapoux,15
22946,7038,Vino,17
22948,7039,Laurent Gauthier,13
22951,7040,Exem,15
22955,7041,Irvine Family Vineyards,1
22960,7042,Chateau de Chambrun,15
22965,7043,Quinta da Pacheca,0
22966,7044,Quinta do Pessegueiro,0
22970,7045,Szoke Matyas,294
22971,7046,TeBri Vineyards,1
22985,7047,Michel Moritz,19
22989,7048,Casal Paco Padreiro,78
22992,7049,Laurent Miquel,57
23000,7050,Familia Cassone,10
23003,7051,Raffy,10
23020,7052,Hourglass,7
23023,7053,Las Vertientes,10
23031,7054,Casa L'Angel,82
23045,7055,Accordini Igino,63
23055,7056,J Bell Cellars,17
23060,7057,Shirvington,22
23074,7058,Andre et Mireille Tissot,25
23085,7059,Vignoble de la Jarnoterie,69
23086,7060,Cinciano,26
23089,7061,Vista Hills,1
23090,7062,Viticcio,26
23098,7063,Livernano,26
23102,7064,Rack & Riddle,7
23108,7065,Sousa Lopes,157
23115,7066,Valle Pradinhos,175
23126,7067,Caminhos Cruzados,111
23127,7068,Chateau Berthenon,15
23130,7069,Chateau Haut Sociondo,15
23132,7070,Chateau La Roche Bazin,15
23133,7071,Chateau Magdeleine Bouhou,15
23135,7072,Clos Alivu,25
23136,7073,Domaine Dugois,25
23138,7074,Siete Fincas,10
23141,7075,Steelhead Vineyards,7
23142,7076,Tenuta San Mauro,61
23147,7077,Ibarra,7
23148,7078,Icardi,61
23155,7079,Livio Voghera,61
23168,7080,Fort Ross,7
23171,7081,Babcock,7
23184,7082,Domaine Jamet,44
23185,7083,Domaine Santa Duc,44
23192,7084,Benjamin de Rothschild & Vega Sicilia SA,3
23195,7085,Heintz,7
23199,7086,Hersly,7
23211,7087,Thistledown,22
23212,7088,Fattoria di Valiano,26
23215,7089,Vecchie Terre di Montefili,26
23222,7090,Nauerth-Gnaegy,101
23241,7091,Domaine Val d'Astier,58
23246,7092,Fanetti - Tenuta S. Agnese,26
23247,7093,Fattoria San Felo,26
23249,7094,Goretti,18
23250,7095,Gracciano della Seta,26
23253,7096,Barone Ricasoli,26
23267,7097,Sonnet Cellars,17
23273,7098,Familia Mayol,10
23283,7099,Stuhlmuller Vineyards,7
23284,7100,Symington Family Estates,0
23290,7101,Atai­de Semedo,119
23293,7102,Domaine de l'Aujardiere,69
23314,7103,Vignobles Arno,15
23317,7104,Heidsieck & Co Monopole,19
23322,7105,Cascina Castlet,61
23328,7106,Chateau Grand Secret,15
23330,7107,Chateau les Clauzots,15
23331,7108,Chateau Montlau,15
23332,7109,Chateau Terres Douces,15
23334,7110,Domaine de Courteillac,15
23337,7111,Legado del Moncayo,3
23343,7112,Chateau Labat,15
23363,7113,Croney Estates,37
23365,7114,Neudorf,179
23369,7115,Chateau Ste. Michelle & Dr. Loosen,17
23372,7116,Valsacro,3
23375,7117,Pintia,3
23376,7118,Vindemio,44
23388,7119,Cuvee Valentin Duc,57
23391,7120,Domaine Saint Antonin,57
23399,7121,Murganheira,296
23400,7122,Potomac Point,11
23422,7123,Vidigal,78
23423,7124,Estate 1856,7
23427,7125,Four Fields,7
23432,7126,Tres Exilios,10
23437,7127,Terrenal,10
23443,7128,Tour 52,9
23454,7129,Mania,3
23457,7130,Delfosse,11
23471,7131,Cave Freudenreich,5
23483,7132,Teos,3
23489,7133,SassodiSole,26
23491,7134,Sivas-Sonoma,7
23493,7135,The Decision,7
23495,7136,Comenge,3
23501,7137,McPherson Wine Company,59
23502,7138,Omero,1
23507,7139,Serni Fulvio Luigi,26
23511,7140,La Fornace,26
23513,7141,Marchesato degli Aleramici,26
23517,7142,Duchman Family,86
23523,7143,Cavatappi,17
23525,7144,Agnitio,7
23527,7145,Le Cercle des Vignerons Saint-Louis,58
23532,7146,Picayune,7
23538,7147,James Charles,11
23544,7148,Arche,86
23545,7149,Domaine de Guiot,57
23546,7150,Domaine Jayer-Gilles,20
23548,7151,Mariana,10
23559,7152,Mas Belles Eaux,57
23561,7153,Portal Del Alto,14
23586,7154,Henriot,19
23588,7155,Ardenvoir,17
23601,7156,Goodfellow,1
23624,7157,Chateau Tournefeuille,15
23631,7158,Benaddiction,28
23636,7159,Chateau de Fieuzal,15
23643,7160,Chateau Trois Moulins,15
23646,7161,Cougar Crest,17
23652,7162,Markus Wine Co,7
23661,7163,Meli,14
23673,7164,Sartarelli,18
23683,7165,La Staffa,18
23684,7166,Chateau Lacaussade Saint-Martin,15
23688,7167,Chateau Terre Blanque,15
23691,7168,Corte Fornello,63
23693,7169,Encostas de Estremoz,32
23695,7170,Foppiano,7
23697,7171,Grand Bateau,15
23702,7172,Longship,17
23703,7173,Luigi Righetti,63
23704,7174,March,17
23722,7175,J. Wright,1
23732,7176,Jacques Charlet,20
23735,7177,Los Haroldos,10
23756,7178,Chateau Gigault,15
23757,7179,Chateau Haut la Pointe,15
23758,7180,Chateau Hyot,15
23759,7181,Criadores de Rioja,3
23769,7182,Drusian,63
23772,7183,Sanfeletto,63
23775,7184,Svago Buono,7
23784,7185,Bruno Giacosa,140
23789,7186,Leah Ji¸rgensen Cellars,1
23794,7187,Jeeper,19
23795,7188,Larrea,10
23800,7189,Franz Gojer-Glogglhof,40
23802,7190,Gill's Pier,2
23812,7191,TH,7
23819,7192,Domaine Moltes,5
23823,7193,Martin Schaetzel,5
23824,7194,Monmousseau,69
23836,7195,Laguna,7
23840,7196,Le Mulet Rouge,7
23842,7197,Livon,40
23843,7198,Luna Hart,7
23851,7199,Finca la Melonera,105
23856,7200,Giol,63
23881,7201,Aguijon De Abeja,9
23883,7202,Casa Perini,249
23894,7203,Torrevieja,10
23904,7204,Sand Dollar,7
23909,7205,Hacienda del Plata,10
